Education,Marital_Status,Income,Kids,Days_is_client,Recency,Expenses,Client_age,TotalNumPurchases,TotalAcceptedCmp,Complain,Response
Graduate,Partner,18690.0,0,548,77,60,55,5,0,0,0
Graduate,Single,37244.0,2,428,90,55,59,5,1,0,0
Graduate,Partner,82427.0,0,109,35,1456,48,21,1,0,0
Graduate,Single,75342.0,1,419,38,563,56,18,0,0,0
Graduate,Single,70044.0,1,496,46,1504,60,26,0,0,0
Graduate,Single,79146.0,2,66,33,564,47,19,0,0,0
Graduate,Partner,77437.0,0,215,70,1125,51,23,1,0,0
Graduate,Partner,54984.0,1,36,51,358,55,17,1,0,0
Postgraduate,Partner,42403.0,1,200,18,42,43,5,0,0,0
Graduate,Partner,55761.0,1,66,97,184,50,10,1,0,0
Graduate,Partner,37292.0,1,437,32,460,31,19,0,0,0
Postgraduate,Single,45576.0,0,32,9,145,69,8,0,0,1
Graduate,Partner,70321.0,0,529,6,1376,67,25,0,0,1
Postgraduate,Single,58086.0,1,525,80,792,45,23,0,0,0
Graduate,Partner,81795.0,0,611,74,1382,62,23,0,0,0
Undergraduate,Partner,28389.0,0,586,49,28,67,4,0,0,0
Postgraduate,Partner,66835.0,0,274,21,1033,68,24,0,0,0
Graduate,Single,69901.0,1,396,95,882,45,23,0,0,0
Postgraduate,Partner,80360.0,0,483,56,2231,65,15,3,0,0
Postgraduate,Partner,63342.0,1,621,48,1101,53,19,1,0,1
Graduate,Partner,44989.0,1,655,26,369,40,16,0,0,0
Graduate,Single,31859.0,1,122,3,48,34,5,0,0,0
Postgraduate,Single,51569.0,1,502,39,467,65,19,1,0,1
Graduate,Single,30372.0,2,551,33,44,43,8,0,0,0
Undergraduate,Single,16014.0,2,469,42,38,35,10,0,0,0
Graduate,Partner,41120.0,2,235,80,81,46,9,0,0,0
Postgraduate,Single,39763.0,1,329,9,167,43,10,0,0,1
Postgraduate,Partner,38725.0,2,50,52,45,59,7,0,0,0
Graduate,Partner,77981.0,1,399,78,664,42,21,0,0,0
Graduate,Partner,62905.0,1,292,68,622,50,20,0,0,0
Graduate,Single,13533.0,1,476,45,48,35,7,0,0,0
Graduate,Partner,59481.0,1,249,47,461,39,16,0,0,0
Graduate,Partner,72117.0,1,313,34,1073,37,26,0,0,0
Graduate,Partner,21955.0,1,295,81,55,28,8,0,0,0
Graduate,Partner,67131.0,1,460,72,976,58,26,0,0,0
Postgraduate,Single,36802.0,1,13,23,20,34,5,0,0,0
Graduate,Partner,71853.0,0,417,29,1149,32,17,0,0,0
Undergraduate,Partner,28249.0,0,14,80,43,53,6,0,0,0
Postgraduate,Partner,47808.0,1,252,30,224,39,10,1,0,0
Postgraduate,Single,25509.0,1,649,15,101,40,9,0,0,1
Postgraduate,Partner,51012.0,0,437,86,209,68,10,0,0,0
Graduate,Single,70596.0,0,632,68,968,29,21,0,0,0
Postgraduate,Partner,85431.0,0,386,54,1165,62,17,0,0,0
Graduate,Partner,42664.0,1,103,44,24,47,5,0,0,0
Graduate,Partner,42586.0,2,608,7,252,59,16,0,0,1
Graduate,Single,29760.0,1,669,87,165,29,12,0,0,0
Postgraduate,Partner,28973.0,0,624,59,269,37,13,0,0,0
Postgraduate,Partner,39435.0,1,327,16,102,41,7,0,0,0
Graduate,Partner,65370.0,0,332,1,461,30,19,0,0,0
Undergraduate,Single,20194.0,1,559,64,47,35,7,0,0,0
Postgraduate,Single,42473.0,2,132,72,144,38,10,0,0,0
Graduate,Partner,64590.0,0,623,98,1338,46,24,0,0,0
Graduate,Partner,71232.0,1,213,91,917,55,25,0,0,0
Graduate,Partner,34600.0,2,544,8,318,43,17,0,0,1
Graduate,Single,46904.0,2,603,20,253,47,14,0,0,0
Graduate,Partner,49094.0,1,646,6,502,41,20,0,0,0
Graduate,Partner,36075.0,1,202,54,119,31,7,0,0,0
Graduate,Partner,60839.0,2,670,72,1250,35,29,0,0,0
Graduate,Partner,77298.0,1,239,46,969,35,24,0,0,0
Graduate,Partner,34026.0,2,328,11,76,64,9,0,0,0
Postgraduate,Single,48918.0,2,78,21,62,51,7,0,0,0
Graduate,Partner,82122.0,0,318,89,1382,52,26,1,0,0
Graduate,Single,37697.0,1,142,82,84,38,7,0,0,0
Graduate,Partner,34074.0,2,351,69,255,62,14,1,0,0
Postgraduate,Partner,28520.0,2,380,55,43,54,5,0,0,0
Graduate,Single,62535.0,1,269,13,398,59,14,0,0,0
Postgraduate,Single,36273.0,1,74,80,76,37,8,0,0,0
Graduate,Partner,63404.0,2,23,97,902,50,15,1,0,0
Graduate,Partner,75774.0,1,58,27,823,33,21,0,0,0
Graduate,Partner,78416.0,1,2,99,1179,38,26,0,0,0
Graduate,Partner,75702.0,1,623,87,1921,40,29,1,0,0
Postgraduate,Partner,59385.0,2,427,85,185,63,10,0,0,0
Graduate,Single,37070.0,2,466,30,433,48,23,0,0,1
Graduate,Partner,44689.0,2,170,82,34,63,6,1,0,0
Graduate,Partner,53977.0,1,386,21,907,56,27,0,0,0
Postgraduate,Single,7144.0,2,204,92,416,48,25,0,0,0
Graduate,Single,18701.0,2,390,95,44,50,10,0,0,0
Graduate,Partner,90369.0,0,62,2,1588,58,17,0,0,1
Postgraduate,Single,63159.0,0,601,74,1797,40,17,1,0,0
Graduate,Partner,37758.0,2,633,49,40,48,6,0,0,0
Postgraduate,Single,46757.0,1,590,71,1143,51,21,0,0,0
Postgraduate,Partner,79734.0,0,1,72,914,45,14,1,0,0
Graduate,Partner,63207.0,0,525,68,1502,22,12,1,0,0
Graduate,Single,72071.0,1,500,4,1338,60,20,0,0,0
Postgraduate,Partner,21840.0,1,343,80,27,31,5,0,0,0
Graduate,Partner,58582.0,1,274,15,763,32,22,1,0,0
Graduate,Single,72282.0,0,345,70,1331,63,22,0,0,1
Graduate,Partner,50387.0,2,302,91,525,58,19,0,0,0
Postgraduate,Partner,32583.0,2,14,10,9,53,4,0,0,0
Graduate,Partner,62568.0,1,83,99,953,52,16,1,0,0
Postgraduate,Single,44635.0,2,261,25,68,43,7,0,0,0
Postgraduate,Single,33316.0,2,268,34,131,43,10,0,0,0
Graduate,Partner,63967.0,1,324,57,882,46,23,0,0,0
Graduate,Partner,52513.0,0,663,84,1149,36,25,0,0,0
Graduate,Partner,25293.0,1,287,51,37,45,5,0,0,0
Postgraduate,Single,54111.0,1,308,97,388,49,15,0,0,0
Graduate,Partner,78394.0,0,499,13,1428,28,16,0,0,1
Postgraduate,Partner,80739.0,0,402,92,1633,56,24,0,0,0
Postgraduate,Partner,22669.0,1,403,30,173,39,10,0,0,1
Graduate,Single,29236.0,1,264,30,99,27,9,0,0,0
Graduate,Partner,44911.0,1,471,11,215,55,12,0,0,0
Postgraduate,Partner,54693.0,1,497,72,929,52,31,0,0,0
Graduate,Partner,48186.0,1,101,39,219,40,12,0,0,0
Graduate,Partner,54809.0,2,291,0,174,37,12,0,0,1
Graduate,Partner,41580.0,2,566,15,92,36,9,0,0,0
Postgraduate,Partner,80336.0,0,293,12,1052,44,25,0,0,0
Graduate,Partner,47743.0,1,464,56,275,57,14,1,0,0
Graduate,Partner,62972.0,1,695,39,587,59,16,0,0,0
Postgraduate,Single,57333.0,1,645,55,1662,60,33,0,0,1
Postgraduate,Partner,32313.0,1,503,60,159,32,11,0,0,0
Postgraduate,Single,84953.0,0,391,73,1024,61,18,3,0,1
Postgraduate,Single,27071.0,1,67,90,35,46,7,0,0,0
Postgraduate,Partner,68148.0,0,302,86,1042,57,15,0,0,0
Postgraduate,Partner,65735.0,2,204,37,395,49,19,0,0,0
Postgraduate,Partner,86836.0,0,655,7,557,39,23,3,0,1
Postgraduate,Partner,4023.0,2,6,29,9,51,15,0,0,0
Graduate,Partner,30093.0,0,356,19,69,24,6,0,0,0
Postgraduate,Partner,57705.0,1,169,14,486,48,18,0,0,0
Graduate,Single,25008.0,1,147,72,34,26,6,0,0,0
Graduate,Single,83257.0,0,649,56,1365,19,28,2,1,1
Graduate,Partner,22280.0,1,406,85,13,39,4,0,0,0
Postgraduate,Partner,72159.0,0,608,62,1401,36,21,0,0,0
Graduate,Partner,64260.0,0,534,1,1574,53,14,0,0,1
Postgraduate,Single,82733.0,0,292,28,1323,30,20,0,0,1
Postgraduate,Single,74290.0,1,321,70,1217,43,32,2,0,0
Postgraduate,Single,58217.0,3,589,84,103,63,7,0,0,0
Postgraduate,Partner,21024.0,0,360,89,84,38,7,0,0,0
Postgraduate,Partner,70116.0,0,519,73,1536,42,23,0,0,0
Graduate,Partner,54006.0,1,649,42,581,29,18,0,0,0
Postgraduate,Partner,69063.0,1,599,16,928,48,14,0,0,0
Graduate,Single,11448.0,0,196,16,14,39,4,0,0,0
Graduate,Single,61825.0,1,326,56,424,35,15,0,0,0
Graduate,Partner,70886.0,1,258,65,960,43,14,0,0,0
Graduate,Partner,69109.0,0,597,10,1555,32,20,1,0,1
Graduate,Single,60208.0,2,630,13,656,41,29,1,0,1
Postgraduate,Partner,32889.0,2,296,78,55,46,9,0,0,0
Graduate,Single,34738.0,1,49,51,20,30,5,0,0,0
Postgraduate,Partner,30538.0,1,636,27,367,43,17,0,0,0
Graduate,Partner,82326.0,0,111,30,2257,37,22,3,0,1
Postgraduate,Single,26642.0,1,120,71,42,47,7,0,0,0
Graduate,Single,69932.0,1,382,97,1049,50,26,0,0,0
Graduate,Single,44503.0,2,74,83,48,42,7,0,0,0
Postgraduate,Single,60200.0,1,543,3,685,66,25,0,0,0
Graduate,Single,49638.0,1,71,71,39,62,5,0,0,0
Graduate,Single,23830.0,0,142,3,43,27,5,0,0,0
Postgraduate,Single,33051.0,0,682,15,835,55,21,0,0,1
Graduate,Partner,72905.0,0,159,52,1515,56,20,1,0,0
Postgraduate,Partner,69702.0,1,495,8,1039,63,26,0,0,0
Graduate,Single,70300.0,1,349,89,1596,39,26,0,0,0
Postgraduate,Partner,70643.0,0,622,66,1828,30,18,0,0,1
Postgraduate,Partner,30396.0,1,60,22,34,45,6,1,0,1
Postgraduate,Single,50616.0,1,72,56,149,46,10,0,0,0
Postgraduate,Single,62772.0,1,406,74,946,45,23,1,0,0
Postgraduate,Single,30298.0,0,41,48,28,29,6,0,0,0
Graduate,Single,52413.0,1,603,67,450,30,17,0,0,0
Postgraduate,Partner,44155.0,2,161,24,46,57,5,0,0,0
Postgraduate,Single,86979.0,0,234,67,1702,43,16,1,0,1
Graduate,Partner,76532.0,2,293,38,820,39,25,0,0,0
Graduate,Partner,42081.0,1,488,86,382,32,15,1,0,0
Postgraduate,Partner,67546.0,0,667,90,2126,26,20,0,0,0
Postgraduate,Partner,88420.0,0,58,87,2069,25,20,3,0,0
Graduate,Partner,31158.0,1,518,62,72,29,7,0,0,0
Graduate,Single,61671.0,1,26,23,732,46,28,2,0,0
Graduate,Single,69719.0,0,34,99,801,40,11,0,0,0
Graduate,Single,49160.0,1,252,29,236,65,12,0,0,0
Undergraduate,Partner,24882.0,1,658,52,80,36,5,1,0,0
Postgraduate,Single,90933.0,0,90,90,1685,60,15,1,0,0
Postgraduate,Single,113734.0,0,32,9,277,69,27,0,0,0
Postgraduate,Partner,59292.0,1,381,71,507,64,18,0,0,0
Postgraduate,Partner,45759.0,2,491,13,68,50,7,0,0,0
Graduate,Single,22148.0,0,77,16,49,31,5,0,0,0
Postgraduate,Partner,73395.0,0,103,94,397,27,15,0,0,0
Graduate,Single,29819.0,1,248,77,39,43,9,0,0,0
Graduate,Partner,45688.0,1,155,20,306,46,14,1,0,0
Graduate,Partner,62820.0,0,414,51,976,60,14,0,0,0
Postgraduate,Partner,60491.0,1,296,81,1028,43,28,0,0,0
Graduate,Partner,33235.0,1,144,71,70,28,7,0,0,0
Graduate,Partner,35701.0,0,467,36,46,55,5,0,0,0
Postgraduate,Partner,31535.0,1,276,95,51,34,5,1,0,0
Graduate,Partner,92556.0,0,70,32,1263,54,21,0,0,0
Graduate,Single,67384.0,1,596,32,1490,44,22,1,0,0
Postgraduate,Partner,80573.0,0,623,85,1564,43,24,0,0,0
Graduate,Partner,77870.0,1,676,93,1815,47,18,2,0,1
Postgraduate,Single,52278.0,1,520,24,1198,51,31,0,0,0
Graduate,Single,57107.0,1,674,44,416,46,23,2,0,1
Graduate,Partner,18929.0,0,498,15,85,24,6,0,0,0
Postgraduate,Single,36038.0,1,394,82,47,33,8,0,0,0
Graduate,Single,20180.0,0,494,27,137,38,8,0,0,0
Postgraduate,Partner,34230.0,2,550,72,21,49,4,0,0,0
Graduate,Single,31878.0,1,7,7,70,37,6,0,0,0
Graduate,Partner,70932.0,1,161,57,909,42,22,0,0,0
Graduate,Single,91249.0,0,617,84,1676,58,22,4,0,1
Postgraduate,Single,77598.0,0,271,53,1735,71,26,1,0,0
Graduate,Single,80982.0,2,537,48,1191,55,30,0,1,0
Postgraduate,Partner,22701.0,1,297,2,24,37,5,0,0,0
Postgraduate,Partner,55212.0,1,583,65,1182,45,20,2,0,0
Graduate,Partner,70617.0,0,371,45,1280,44,14,0,0,0
Graduate,Single,64849.0,0,593,42,1336,57,19,0,0,1
Postgraduate,Partner,62694.0,2,377,29,749,49,24,0,0,0
Postgraduate,Partner,61917.0,2,221,83,91,40,7,0,0,0
Postgraduate,Partner,67472.0,1,274,93,414,67,15,0,0,0
Postgraduate,Partner,21059.0,1,173,40,44,32,9,0,0,0
Postgraduate,Partner,29543.0,2,89,47,63,46,8,0,0,0
Graduate,Partner,75903.0,1,447,50,901,63,23,0,0,0
Graduate,Partner,34984.0,2,661,40,38,39,6,0,0,0
Postgraduate,Single,54998.0,1,476,3,455,58,20,0,0,1
Postgraduate,Single,54356.0,1,587,62,775,65,24,0,0,1
Postgraduate,Partner,34242.0,1,98,25,15,55,4,0,0,0
Graduate,Partner,25410.0,1,302,48,38,41,6,0,0,0
Postgraduate,Partner,73356.0,0,143,56,1512,30,22,3,0,1
Graduate,Partner,28320.0,1,531,68,43,64,5,0,0,0
Graduate,Single,23763.0,1,691,64,42,37,5,0,0,0
Graduate,Partner,72570.0,0,65,67,1089,30,23,0,0,0
Postgraduate,Partner,34529.0,1,653,94,162,38,9,0,0,0
Graduate,Single,70792.0,0,508,82,1272,63,19,0,0,0
Graduate,Partner,63211.0,0,604,3,1173,32,20,0,0,1
Postgraduate,Partner,83891.0,1,9,24,816,40,22,0,0,0
Graduate,Single,36065.0,2,455,54,74,46,9,0,0,0
Graduate,Partner,39898.0,1,502,20,134,60,9,0,0,0
Postgraduate,Single,51141.0,0,356,96,157,74,9,0,0,0
Graduate,Partner,56939.0,1,284,19,561,38,18,0,0,0
Graduate,Single,80872.0,0,48,60,1336,63,19,0,0,0
Postgraduate,Partner,72335.0,0,685,2,2092,38,23,0,0,1
Postgraduate,Single,61798.0,0,218,13,463,50,16,0,0,0
Postgraduate,Single,76842.0,0,57,37,1130,64,17,0,0,0
Graduate,Partner,29478.0,1,163,59,20,38,5,0,0,0
Graduate,Single,46998.0,1,615,55,377,58,18,1,0,0
Graduate,Single,96843.0,0,432,60,1544,24,28,1,0,1
Postgraduate,Single,56551.0,2,53,48,138,64,10,0,0,0
Postgraduate,Partner,70053.0,1,361,38,1012,49,26,0,0,0
Postgraduate,Single,71670.0,0,355,8,1766,52,15,3,0,1
Graduate,Partner,44359.0,2,12,19,45,36,9,0,0,0
Graduate,Single,40887.0,2,419,32,161,62,10,0,0,1
Graduate,Single,48877.0,1,175,27,144,48,8,0,0,0
Graduate,Partner,74485.0,0,309,58,1734,67,26,0,0,0
Graduate,Partner,64474.0,1,250,59,823,42,22,0,0,0
Graduate,Partner,77226.0,1,121,29,1138,51,28,0,0,0
Graduate,Single,72643.0,0,487,60,1429,65,21,1,0,1
Postgraduate,Partner,85738.0,0,157,41,1371,36,21,2,0,0
Graduate,Single,55686.0,1,500,27,982,48,16,1,0,0
Graduate,Single,39062.0,1,96,28,44,31,5,1,0,0
Graduate,Partner,34600.0,2,544,8,318,43,17,0,0,1
Graduate,Partner,40794.0,1,448,18,434,39,16,0,0,0
Graduate,Partner,54690.0,2,234,76,198,43,12,0,0,0
Graduate,Partner,4428.0,1,267,0,359,45,25,0,0,0
Graduate,Partner,32632.0,0,696,32,576,51,18,0,0,0
Postgraduate,Single,38236.0,2,282,2,88,46,11,0,0,0
Graduate,Partner,36781.0,1,80,16,63,35,6,0,0,1
Postgraduate,Single,31385.0,1,571,56,27,30,4,1,0,1
Graduate,Partner,24570.0,1,487,97,193,30,11,0,0,0
Postgraduate,Single,25509.0,1,649,15,101,40,9,0,0,1
Graduate,Partner,94642.0,0,137,35,2211,63,21,2,0,0
Postgraduate,Partner,58646.0,1,384,3,140,52,8,0,0,0
Graduate,Single,53201.0,2,502,49,415,39,22,0,0,0
Graduate,Partner,21994.0,1,552,4,22,57,4,0,0,0
Graduate,Partner,57113.0,2,508,45,263,36,16,0,0,0
Graduate,Partner,51373.0,0,372,37,393,23,12,0,0,0
Graduate,Partner,23477.0,1,251,39,147,28,10,0,0,0
Graduate,Partner,58116.0,1,77,38,443,58,16,0,0,0
Postgraduate,Single,72968.0,0,195,8,1958,51,19,1,0,1
Postgraduate,Partner,39791.0,1,458,89,174,43,10,0,0,0
Postgraduate,Single,91712.0,0,255,47,2217,67,27,1,0,1
Graduate,Single,94472.0,1,87,75,1691,56,16,2,0,0
Graduate,Partner,13672.0,2,438,86,25,54,6,0,0,0
Graduate,Partner,96547.0,0,37,4,809,34,21,3,0,1
Graduate,Partner,79205.0,0,669,73,895,39,16,1,0,1
Postgraduate,Partner,56559.0,1,551,46,484,39,18,0,0,0
Postgraduate,Partner,32644.0,1,529,38,413,41,18,1,0,0
Graduate,Single,67506.0,1,178,73,331,34,12,0,0,0
Graduate,Single,24206.0,1,478,66,25,44,5,0,0,0
Postgraduate,Single,28420.0,1,187,36,13,47,4,0,0,0
Graduate,Partner,22979.0,1,661,29,115,44,10,0,0,1
Graduate,Single,33279.0,0,17,29,16,48,4,0,0,0
Postgraduate,Single,46423.0,2,284,6,92,42,9,0,0,0
Graduate,Partner,30368.0,1,234,97,52,37,7,0,0,0
Graduate,Partner,63684.0,1,580,61,1464,44,23,0,0,0
Graduate,Single,41638.0,1,501,68,441,50,17,1,0,0
Postgraduate,Single,68805.0,1,285,73,283,55,12,0,0,0
Postgraduate,Partner,65814.0,1,119,90,747,48,23,0,0,0
Graduate,Single,71964.0,0,405,81,1870,56,17,0,0,0
Graduate,Single,39146.0,1,500,1,165,28,11,0,0,0
Graduate,Partner,96876.0,0,327,79,1941,37,24,3,0,1
Undergraduate,Partner,34445.0,0,518,92,839,33,27,0,0,0
Graduate,Single,68281.0,0,691,31,1655,56,25,0,0,1
Graduate,Partner,37284.0,2,457,46,23,39,4,0,0,0
Graduate,Partner,36790.0,0,485,14,66,31,6,0,0,1
Graduate,Partner,27943.0,2,440,89,37,47,8,0,0,0
Graduate,Single,22263.0,2,91,31,21,63,6,0,1,0
Graduate,Partner,30261.0,3,642,75,22,42,4,0,0,0
Graduate,Partner,28587.0,1,137,42,78,36,9,0,0,0
Postgraduate,Partner,43815.0,1,450,53,79,32,6,0,0,0
Graduate,Partner,48195.0,2,159,53,265,58,17,0,0,0
Postgraduate,Partner,77027.0,1,144,23,1175,62,19,0,0,0
Postgraduate,Partner,71322.0,1,498,57,1305,49,28,0,0,0
Postgraduate,Partner,32765.0,1,126,49,46,35,8,0,0,0
Graduate,Partner,29672.0,2,474,6,25,49,4,0,0,0
Graduate,Single,23272.0,0,255,29,46,61,5,0,0,0
Postgraduate,Partner,49912.0,1,660,5,874,65,26,1,0,1
Graduate,Partner,7500.0,1,697,98,100,29,10,0,0,0
Postgraduate,Single,68117.0,1,476,80,930,67,25,1,0,1
Graduate,Partner,67225.0,1,215,4,868,59,23,0,0,0
Graduate,Partner,17649.0,1,229,70,45,38,9,0,0,0
Graduate,Partner,55914.0,1,426,32,1260,39,29,0,0,0
Graduate,Partner,40059.0,1,274,82,414,30,12,1,0,0
Graduate,Partner,60905.0,1,206,27,392,64,15,0,0,0
Graduate,Partner,75330.0,2,633,94,1109,37,29,0,0,0
Graduate,Single,60689.0,1,393,23,639,63,22,0,0,0
Graduate,Partner,38680.0,1,458,97,79,30,6,0,0,0
Graduate,Partner,61416.0,0,506,25,1665,32,24,1,0,0
Graduate,Single,49767.0,0,423,92,692,23,18,0,0,0
Graduate,Single,83273.0,3,642,98,1392,44,29,0,0,0
Graduate,Partner,29009.0,1,212,19,44,33,7,0,0,0
Postgraduate,Partner,45057.0,1,210,80,50,35,6,0,0,0
Graduate,Partner,37150.0,1,656,80,467,43,21,0,0,0
Graduate,Single,43020.0,1,211,79,223,44,12,0,0,0
Graduate,Partner,53154.0,1,20,50,158,55,9,0,0,0
Graduate,Partner,65308.0,0,291,60,1211,41,28,2,0,0
Graduate,Single,76467.0,1,681,44,1575,44,14,0,0,1
Graduate,Partner,81044.0,0,184,0,1208,67,22,0,0,0
Graduate,Partner,32871.0,2,477,28,43,63,5,0,0,0
Graduate,Single,55801.0,2,280,35,527,39,21,1,0,0
Graduate,Single,76320.0,1,7,49,932,55,15,0,0,0
Postgraduate,Single,36927.0,2,27,46,71,59,8,0,0,0
Graduate,Partner,48794.0,2,3,97,54,61,5,0,0,0
Graduate,Single,23478.0,0,467,51,129,49,7,0,0,0
Graduate,Single,71128.0,1,631,80,1615,41,27,0,0,0
Postgraduate,Single,70179.0,1,343,10,1034,38,26,0,0,0
Graduate,Partner,59462.0,1,540,29,1088,64,25,0,0,0
Graduate,Partner,38361.0,1,184,74,137,45,10,0,0,0
Postgraduate,Partner,70038.0,0,247,54,1244,32,17,0,0,0
Graduate,Partner,42554.0,2,533,93,41,36,7,0,0,0
Graduate,Partner,67445.0,1,686,63,1174,40,32,0,0,0
Graduate,Single,67046.0,1,539,92,993,63,15,0,0,0
Graduate,Partner,42192.0,0,296,40,100,66,7,0,0,0
Postgraduate,Partner,77610.0,1,608,70,1680,62,17,0,0,0
Graduate,Partner,31761.0,1,85,96,98,30,9,0,0,0
Graduate,Partner,34350.0,1,253,81,48,35,5,0,0,0
Graduate,Partner,54591.0,1,328,63,519,65,19,0,0,0
Graduate,Partner,71866.0,1,186,85,715,58,20,0,0,0
Graduate,Partner,25293.0,1,287,51,37,45,5,0,0,0
Postgraduate,Single,42000.0,0,535,23,653,27,20,0,0,1
Graduate,Partner,69520.0,0,357,95,1455,31,21,0,0,0
Graduate,Single,64713.0,1,142,11,602,44,19,0,0,1
Postgraduate,Partner,27889.0,1,359,42,26,37,5,0,0,0
Undergraduate,Single,22123.0,0,94,77,102,54,7,0,0,0
Graduate,Partner,27803.0,1,672,40,176,41,9,0,0,0
Graduate,Partner,51651.0,1,599,32,433,54,17,0,0,0
Graduate,Partner,68487.0,0,532,48,1366,26,30,0,0,0
Graduate,Partner,56796.0,1,498,24,1001,45,27,0,0,0
Graduate,Partner,87000.0,0,561,61,961,22,18,0,0,0
Graduate,Partner,79823.0,1,90,6,1518,55,23,1,0,0
Graduate,Single,30828.0,1,268,16,56,34,8,0,0,0
Postgraduate,Partner,34109.0,1,235,39,22,43,4,0,0,0
Postgraduate,Single,53367.0,2,302,2,400,40,21,0,0,1
Undergraduate,Partner,22390.0,0,251,49,26,45,4,0,0,0
Graduate,Partner,71322.0,1,58,31,350,38,13,0,0,0
Graduate,Single,79244.0,0,557,58,1216,21,22,2,0,1
Postgraduate,Partner,49912.0,1,660,5,874,65,26,1,0,1
Postgraduate,Partner,48699.0,2,404,90,40,64,5,0,0,0
Graduate,Partner,80144.0,0,272,47,1367,39,19,0,0,0
Graduate,Single,54252.0,2,397,25,264,58,15,0,0,0
Postgraduate,Partner,81929.0,1,638,60,2053,38,20,2,0,1
Graduate,Partner,76068.0,1,577,67,1376,39,10,2,0,0
Postgraduate,Partner,53204.0,2,101,40,45,38,5,0,0,0
Postgraduate,Partner,67911.0,1,38,63,976,65,27,0,0,0
Graduate,Partner,14796.0,1,650,1,51,30,6,0,0,1
Postgraduate,Partner,78128.0,1,130,89,1264,40,20,2,0,0
Undergraduate,Partner,14188.0,0,486,40,75,42,7,0,0,0
Undergraduate,Partner,20425.0,1,608,5,57,28,7,0,0,0
Postgraduate,Partner,58646.0,1,384,3,140,52,8,0,0,0
Graduate,Single,72967.0,1,561,1,497,44,19,1,0,1
Postgraduate,Partner,48150.0,1,386,24,266,65,13,0,0,0
Graduate,Single,82332.0,0,650,89,2006,53,21,1,0,1
Graduate,Single,58275.0,2,392,48,615,59,23,0,0,0
Postgraduate,Partner,44953.0,0,555,31,1021,33,24,1,0,0
Graduate,Partner,34587.0,2,44,68,22,61,6,0,0,0
Postgraduate,Partner,43018.0,1,240,46,133,40,7,0,0,0
Postgraduate,Partner,45736.0,1,340,92,437,60,19,0,0,0
Postgraduate,Partner,66476.0,1,207,80,1013,45,26,0,0,0
Graduate,Partner,27733.0,1,307,16,57,33,7,0,0,0
Postgraduate,Partner,69805.0,1,159,50,1038,62,27,0,0,0
Postgraduate,Single,72217.0,0,445,93,1573,52,22,0,0,0
Graduate,Single,25818.0,1,619,51,28,43,4,0,0,0
Postgraduate,Partner,37509.0,1,655,24,123,38,9,0,0,0
Graduate,Partner,25176.0,2,323,79,13,38,4,0,0,0
Graduate,Partner,43586.0,1,668,26,132,34,10,0,0,0
Graduate,Partner,53230.0,1,695,86,732,58,23,0,0,0
Graduate,Partner,50116.0,2,9,68,66,57,7,1,0,0
Graduate,Partner,84906.0,0,268,98,1631,42,24,3,0,0
Graduate,Partner,61286.0,1,331,34,608,48,18,0,0,0
Postgraduate,Partner,82333.0,0,456,60,1822,28,18,1,0,1
Postgraduate,Partner,65220.0,0,664,3,1282,49,23,0,0,1
Graduate,Partner,33590.0,3,238,65,8,40,4,0,0,0
Graduate,Single,30992.0,1,433,83,43,38,5,0,0,0
Postgraduate,Single,72309.0,0,475,64,1931,38,20,1,0,1
Undergraduate,Partner,16005.0,1,684,69,103,34,8,0,0,0
Postgraduate,Single,65487.0,0,170,48,1169,57,17,0,0,0
Graduate,Partner,58692.0,1,84,21,395,49,15,0,0,0
Graduate,Single,40590.0,2,270,30,258,45,15,1,0,0
Graduate,Single,20587.0,1,49,39,25,44,5,0,0,0
Postgraduate,Single,62637.0,1,120,76,185,60,10,0,0,0
Postgraduate,Single,29435.0,2,692,11,180,48,11,0,0,1
Graduate,Single,19346.0,1,150,26,22,40,5,0,0,0
Graduate,Partner,35788.0,2,157,34,44,43,7,0,0,0
Graduate,Single,36997.0,2,513,72,94,46,12,0,0,0
Graduate,Partner,23539.0,0,121,13,81,57,7,0,0,0
Graduate,Single,65333.0,1,163,58,798,41,28,2,0,0
Graduate,Single,78499.0,0,218,12,1334,57,19,1,0,1
Postgraduate,Partner,29732.0,1,96,23,38,43,5,0,0,0
Postgraduate,Partner,41275.0,3,97,33,61,54,11,0,0,0
Postgraduate,Partner,63516.0,2,358,30,300,41,16,0,0,0
Postgraduate,Partner,42769.0,1,260,15,88,52,8,0,0,0
Postgraduate,Partner,49572.0,2,196,25,54,56,7,0,0,0
Graduate,Partner,69209.0,0,650,4,1782,42,16,1,0,0
Graduate,Partner,17148.0,1,152,80,68,38,11,0,0,0
Graduate,Single,40590.0,2,270,30,258,45,15,1,0,0
Postgraduate,Partner,30560.0,1,367,6,31,38,5,0,0,0
Graduate,Partner,32146.0,1,48,16,66,31,8,0,0,0
Graduate,Single,41713.0,2,61,57,174,50,13,0,0,0
Postgraduate,Partner,34176.0,1,158,9,28,39,5,0,0,0
Postgraduate,Partner,58482.0,1,109,59,731,59,22,1,0,0
Graduate,Single,59686.0,1,155,78,274,49,12,0,0,0
Postgraduate,Partner,60896.0,1,626,90,1701,50,26,0,0,1
Graduate,Partner,62994.0,1,117,74,312,34,13,0,0,0
Graduate,Partner,47320.0,1,332,10,414,57,20,0,0,0
Graduate,Single,74859.0,0,391,63,1565,65,23,1,0,0
